cbsa,Education_Total,Less than high school graduate,High school graduate (includes equivalency),Some college or associate's degree,Bachelor's degree,Graduate or professional degree,Income_Total,"$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more",Occupation_Total,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate, and rental and leasing","Professional, scientific, and management, and administrative, and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",year,metropolitan_area,city,state
15380,752297,95505,246407,221397,107364,81624,470832,25254,39471,47723,51804,27581,14330,11125,7074,517260,2757,24565,65967,19731,58977,24530,11402,36710,47744,132318,43795,24384,24380,175971,91650,145151,832,103656.0,2005,True,Buffalo-Niagara Falls,NY
15540,133852,11259,36682,33416,31969,20526,79820,3394,6516,9916,9454,7608,3070,2905,2119,107114,1409,8532,16338,3747,12239,3563,2408,6018,9216,25604,8518,4368,5154,45672,15192,25112,387,20751.0,2005,True,Burlington-South Burlington,VT
15940,271937,33123,118303,69532,34327,16652,159304,8066,15054,17964,15307,9104,4196,1798,1879,191062,1712,13228,35836,8069,23465,7684,3389,11577,13843,42961,16445,9279,3574,54857,33212,52080,340,50573.0,2005,True,Canton-Massillon,OH
15980,388684,57172,129273,110286,58615,33338,235033,11855,22119,23205,26742,13326,7506,6840,8664,239313,2339,43023,10027,8376,33259,8663,5003,19819,23282,39549,26959,9845,9169,64739,42432,69195,2012,60935.0,2005,True,Cape Coral-Fort Myers,FL
16300,161745,13840,57160,51548,28333,10864,100480,4680,10086,12693,11804,7353,2783,1669,2174,128243,2998,8236,21891,4008,16305,7531,5210,9575,10027,26519,7767,4593,3583,41774,18981,36452,949,30087.0,2005,True,Cedar Rapids,IA
16580,123027,10044,33192,32803,25806,21182,86124,5022,7039,7606,9110,4534,1437,1836,1962,105065,1848,5721,10833,3868,10467,4895,1846,5520,5529,38420,8373,4068,3677,41285,16992,25816,481,20491.0,2005,True,Champaign-Urbana,IL
16620,214136,35314,88505,47907,25928,16482,125779,6456,10035,14241,11401,5417,2826,1936,1822,129262,5534,8350,8744,4148,15285,8316,4994,9384,13953,23734,9132,6212,11476,44138,19944,34659,272,30249.0,2005,True,Charleston,WV
16700,373289,48634,108008,109734,69964,36949,227377,12930,20830,24251,23641,15991,6771,5307,4770,275405,477,23710,24686,10281,38325,13099,5855,15178,29358,57374,26150,13077,17835,92060,43728,75874,293,63450.0,2005,True,Charleston-North Charleston,SC
16740,974500,141391,258337,279285,209031,86456,590544,27196,51160,60706,64433,41238,22001,19784,20354,751286,1620,66287,92162,36305,85448,42935,19487,86895,76642,131317,58481,33847,19860,257745,105991,206519,2277,178754.0,2005,True,Charlotte-Gastonia-Concord,NC-SC
16820,120140,15979,29987,27050,24127,22997,74443,3642,6537,8464,8518,3944,2794,2598,3095,86555,2946,7041,4542,1585,8298,2457,2574,4633,7944,29743,7571,4377,2844,42322,13284,17228,1722,11999.0,2005,True,Charlottesville,VA
16860,325855,58563,102872,91034,47925,25461,198386,10535,16656,19835,19972,10217,5396,3815,3752,227667,1323,18797,40525,8038,23173,14267,3752,17531,14208,46302,20163,10719,8869,73146,32573,60070,584,61294.0,2005,True,Chattanooga,TN-GA
16980,5970167,892974,1546701,1614832,1187285,728375,3360273,146457,284414,371962,436698,285659,155856,148022,140353,4421668,10475,290862,600181,183791,469874,263117,117201,385997,509095,866454,358202,211545,154874,1568582,677633,1196851,6066,972536.0,2005,True,Chicago-Naperville-Joliet,IL-IN-WI
17020,131405,16103,32311,48304,23549,11138,83063,2619,6560,7224,7959,4153,2934,1874,1151,91156,3167,9258,6551,2763,12280,2182,2545,5539,6416,22364,8650,5401,4040,28443,16986,23782,1722,20223.0,2005,True,Chico,CA
17140,1319711,183802,454876,333402,222821,124810,806056,38327,70412,93343,96560,61329,28245,21523,19229,999960,4526,69423,149094,41552,120083,56619,19624,85513,94957,192615,88895,44003,33056,337821,153742,275263,1500,231634.0,2005,True,Cincinnati-Middletown,OH-KY-IN
17300,141421,18930,44988,50697,18400,8406,88859,5575,9872,9948,7996,3611,1174,1020,901,91377,1507,7429,14511,1693,11177,4211,958,3425,7497,19059,5721,4514,9675,25972,16310,20052,497,28546.0,2005,True,Clarksville,TN-KY
17460,1401532,187088,458330,382695,232926,140493,850175,38291,67033,91310,98761,57152,24521,21850,20722,980514,3196,49965,157923,37302,102255,43922,22334,80741,91194,221542,87222,43120,39798,332808,166893,267118,1243,212452.0,2005,True,Cleveland-Elyria-Mentor,OH
17660,83338,8161,27298,30130,10617,7132,48082,2701,4414,4749,4211,1961,842,413,540,62310,1092,7088,5172,1299,10215,2100,1402,3336,5449,11027,8123,3861,2146,17871,11102,16833,558,15946.0,2005,True,Coeur d'Alene,ID
17780,96926,19168,22320,20499,21220,13719,74439,3604,5957,5195,6945,2933,955,1651,1663,90842,5260,5997,4416,1678,10383,2528,2039,4635,6803,28680,10189,4422,3812,35494,17950,18124,787,18487.0,2005,True,College Station-Bryan,TX
17820,363784,29049,85188,127017,76908,45622,224289,10839,18828,27365,29327,15997,11235,6973,4790,271087,729,20954,23640,6157,31623,11644,8380,22985,38942,46574,29642,15492,14325,104924,44875,69391,566,51331.0,2005,True,Colorado Springs,CO
17860,89169,8079,18755,20981,24601,16753,64910,2408,5287,6500,5799,4366,1497,975,1462,75089,708,4390,3645,2296,7944,2101,1666,7316,5875,26901,6053,2391,3803,30242,12919,20220,404,11304.0,2005,True,Columbia,MO
17900,427713,62819,118073,121432,80422,44967,263801,12229,23413,26850,32000,14571,7361,5432,5434,322464,2467,24085,33440,10709,36527,17252,6820,27349,26480,69481,25956,17138,24760,109124,47992,90905,608,73835.0,2005,True,Columbia,SC
17980,172292,30487,52844,49421,23870,15670,108453,5878,8067,9100,8859,5810,2586,1450,1331,106850,681,6959,11388,2381,13676,5815,1477,13439,9503,21641,9338,4378,6174,34657,18636,27558,358,25641.0,2005,True,Columbus,GA-AL
18140,1083916,122641,332038,282792,224092,122353,669764,31770,56760,71163,88160,49353,24712,20227,16545,836285,5235,48697,86382,27961,108488,39844,23075,85318,89299,172993,66451,37481,45061,319175,124007,232902,1510,158691.0,2005,True,Columbus,OH
18580,251469,57721,71393,74259,31419,16677,148104,6006,12871,13182,14767,7759,2803,2819,2907,174575,4717,15151,12617,6452,19222,7257,2924,10982,15223,41567,18663,9322,10478,52339,33807,43142,1313,43974.0,2005,True,Corpus Christi,TX
19100,3585403,648116,847201,1015578,735236,339272,2040392,93401,173698,213640,248804,147291,78150,79288,74658,2829919,18811,252356,334148,116823,340474,168419,92471,255985,336579,462580,213037,152139,86097,992295,405713,772469,3492,655950.0,2005,True,Dallas-Fort Worth-Arlington,TX
19340,245242,27816,79988,77053,39212,21173,150409,7432,14511,15331,17308,8244,4579,3311,2959,182095,2799,9743,29084,6839,21038,10103,2722,11476,13953,38017,18154,9552,8615,56968,31824,44197,967,48139.0,2005,True,Davenport-Moline-Rock Island,IA-IL
19380,545381,72966,178516,162816,77732,53351,341975,15861,30539,36072,39350,20790,10858,8428,5496,382820,1857,20086,63502,11455,44057,20292,7489,20725,38954,81976,33889,14274,24264,135819,61561,90687,476,94277.0,2005,True,Dayton,OH
19460,98725,21436,33870,26537,12025,4857,57961,3493,4264,6375,6619,2454,1684,885,596,70582,1868,7139,15643,2262,8424,2813,838,4007,4151,12086,5179,3708,2464,16343,11135,16453,895,25756.0,2005,True,Decatur,AL
19500,71134,9411,25720,21256,10456,4291,46150,1655,3808,4609,5330,2400,865,1001,748,48680,1182,2482,8341,1488,5657,4260,864,2612,3152,10317,4391,2071,1863,16225,7975,12382,341,11757.0,2005,True,Decatur,IL
19660,336667,46407,110396,110517,45149,24198,201793,8853,18635,21377,18074,7602,2873,4237,4059,208008,3635,25899,12782,6067,23807,8791,4922,14953,21732,41313,22659,11250,10198,62199,40726,56647,2864,45572.0,2005,True,Deltona-Daytona Beach-Ormond Beach,FL
19740,1515084,182365,340428,435113,363286,193892,925266,41830,80404,106663,127425,74990,42117,39758,35870,1209052,9039,107320,83963,49431,138447,62263,52741,112689,169012,202012,111830,59414,50891,470418,182287,326485,1746,228116.0,2005,True,Denver-Aurora,CO
19780,342390,29238,103982,101458,77658,30054,210806,9622,22766,24763,30620,13742,7888,6066,6187,282674,3130,19405,23301,11155,35386,14914,6536,47428,24406,55050,17013,13058,11892,103889,34543,86734,1218,56290.0,2005,True,Des Moines,IA
19820,2909171,388947,853407,898462,466461,301894,1714386,71858,138954,188528,216612,135421,73952,65510,51575,2002436,2510,121135,409594,66353,216969,90156,44548,130592,209735,396430,166545,84632,63237,696637,324123,516285,1337,464054.0,2005,True,Detroit-Warren-Livonia,MI
20020,91003,18118,29103,26851,10562,6369,54802,2469,4164,5633,5975,2537,715,924,684,61754,1188,3804,9116,2691,7920,4533,1307,3492,4194,13611,4631,2560,2707,18749,8166,16746,245,17848.0,2005,True,Dothan,AL
20100,90682,15316,34632,24795,9371,6568,53731,2855,4579,6747,6197,4349,2128,1318,656,66819,756,6552,7043,2345,9299,3816,1221,3886,3864,13204,4948,2894,6991,20662,10470,15606,360,19721.0,2005,True,Dover,DE
20220,58218,5451,23580,14769,10227,4191,35563,1782,3935,4727,3663,2048,626,370,283,46614,1383,3488,7572,1608,5656,2115,1093,2574,2696,11320,3386,2910,813,13815,8405,12491,262,11641.0,2005,True,Dubuque,IA
20260,178436,14681,59314,62814,27775,13852,116654,5909,11052,13636,12170,4740,2534,1480,1263,126253,3065,7967,10556,3581,14989,7428,2691,6975,8031,33775,14826,5708,6661,38829,26370,30904,818,29332.0,2005,True,Duluth,MN-WI
20500,288434,40156,64377,61819,63847,58235,185901,6928,16802,17889,17779,11194,7256,5983,7761,222742,1442,19958,17364,4656,18068,6953,4022,11683,27957,77833,13866,9452,9488,101897,30942,45556,547,43800.0,2005,True,Durham,NC
20740,95835,8919,32501,31382,14760,8273,61753,3393,6134,7363,7035,2746,1054,1008,893,77583,2352,4894,10671,2327,13259,4257,1340,4341,5117,18813,4889,2641,2682,22317,12408,22243,1137,19478.0,2005,True,Eau Claire,WI
20940,81181,30549,19902,21311,5383,4036,44987,2139,2488,4839,4442,2005,1113,1007,242,52017,6068,3123,2686,2230,7622,2712,416,1526,2458,11545,4000,2245,5386,14165,10129,12658,4393,10672.0,2005,True,El Centro,CA
21060,68628,12882,21151,21235,7908,5452,41858,2617,3445,3568,4916,1620,1255,611,732,45533,760,3269,6324,786,5401,2565,528,2352,3234,9574,3953,2907,3880,12431,9337,11023,147,12595.0,2005,True,Elizabethtown,KY
21140,120546,27124,47103,27304,12637,6378,71028,3620,7387,9210,7179,3305,1646,1832,1243,94789,1096,4174,37930,2727,11046,2748,1340,3742,5364,13571,4384,4489,2178,21143,11907,24495,301,36943.0,2005,True,Elkhart-Goshen,IN
21340,405466,131831,97790,106495,46458,22892,227491,8856,19132,15872,17652,7074,3153,3627,2311,262115,1854,17999,27024,7691,33133,17074,8910,13850,21357,61349,21362,14957,15555,74151,50891,74164,715,62194.0,2005,True,El Paso,TX
21500,175803,18078,76823,38372,28528,14002,107331,6112,10355,10726,10836,5118,2154,1511,1581,123868,1005,6053,26117,3799,12075,3856,3394,7412,8040,31658,10089,6697,3673,39323,20565,32101,505,31374.0,2005,True,Erie,PA
21660,219089,21530,56674,79604,36930,24351,136635,5639,12906,12932,12283,5989,2218,1751,2313,153570,2492,11140,21715,4935,19925,5699,3334,9010,16391,32763,13257,7847,5062,47865,25466,41801,1317,37121.0,2005,True,Eugene-Springfield,OR
21780,226754,32113,81933,68237,28862,15609,140138,6289,14062,14345,16775,7080,3748,3061,2206,166151,3365,11462,34473,5503,18685,8910,4453,10939,11931,30320,12405,9145,4560,46605,25637,44018,309,49582.0,2005,True,Evansville,IN-KY
22020,114026,7663,27979,42069,26252,10063,78341,3511,7403,8485,8991,5903,1496,1166,1305,103959,1826,7665,9377,4975,14906,5073,2031,9005,7711,25442,8555,4032,3361,33482,15766,29829,394,24488.0,2005,True,Fargo,ND-MN
22180,195760,29325,59177,68613,26057,12588,129829,5694,12808,15022,12687,5328,1951,2279,1222,120580,1459,8280,10749,2503,15898,7546,3246,5126,9855,25656,10715,7203,12344,34999,23917,30156,449,31059.0,2005,True,Fayetteville,NC
22220,252771,46554,75460,65736,43517,21504,153564,7435,14014,18280,16661,7637,3442,3722,2058,198569,4894,20905,27791,7481,34360,10812,2515,10192,17305,34080,14809,8441,4984,64443,29739,50464,1760,52163.0,2005,True,Fayetteville-Springdale-Rogers,AR-MO
22380,72047,12932,15089,21111,14087,8828,43435,2484,3375,3402,5012,3561,426,1069,983,59402,1099,4038,4140,1385,5761,2649,860,2112,3832,15607,9884,3193,4842,22460,11451,12666,241,12584.0,2005,True,Flagstaff,AZ
22420,283507,40507,96050,92492,35300,19158,173441,6679,15089,19047,20830,9833,4389,5176,1930,189250,626,11876,38122,5565,24963,6284,2370,9675,12981,45019,15715,11547,4507,50387,36124,46836,547,55356.0,2005,True,Flint,MI
22500,126432,24069,45956,30657,17186,8564,72293,2775,6439,7452,5435,3074,1249,1615,1148,85335,1236,4952,15051,3062,10380,4669,819,5713,4043,20880,7462,3484,3584,25787,13413,21717,620,23798.0,2005,True,Florence,SC
22520,97042,21832,33714,24522,11125,5849,59584,2375,4264,5600,4955,1993,1304,1161,398,55710,346,4400,8110,3322,8804,4240,662,2706,2729,11041,4439,3168,1743,15702,8589,14570,84,16765.0,2005,True,Florence-Muscle Shoals,AL
22540,64326,7470,27039,19705,7171,2941,38498,2010,4430,4547,6007,2038,522,591,456,51079,1858,4368,13240,1457,5636,2661,1648,2155,2132,8614,3422,1824,2064,11823,7717,12186,615,18738.0,2005,True,Fond du Lac,WI
22660,170389,9542,37010,49919,46367,27551,109087,6385,9608,11054,13191,7835,5225,3058,2662,145164,2529,12521,17427,3736,17382,4116,3296,8024,17461,32489,14063,6246,5874,62774,19914,36679,971,24826.0,2005,True,Fort Collins-Loveland,CO
22900,182099,40658,66662,49165,16936,8678,106258,5186,8097,8679,8708,2834,1390,1111,1019,115801,3124,10760,24693,2992,13763,7359,1508,4977,5981,24123,6750,5805,3966,28787,19918,24171,814,42111.0,2005,True,Fort Smith,AR-OK
23020,117440,11424,29436,43949,20679,11952,72402,3152,7185,8727,8665,5988,2399,2277,1641,76840,155,7846,3097,823,10497,2814,1202,5401,10200,12128,9708,3664,9305,26365,16166,18622,247,15440.0,2005,True,Fort Walton Beach-Crestview-Destin,FL
23060,251257,29407,83042,81367,38134,19307,157567,6338,15258,19727,18846,8642,3624,3232,3122,192500,1677,12116,40700,8757,22402,9817,3409,10858,13357,39483,16186,8559,5179,63255,26649,49381,758,52457.0,2005,True,Fort Wayne,IN
23420,495203,141484,109516,146757,66205,31241,274129,13550,19349,26944,31995,16432,7169,7423,5947,355812,28142,26668,25399,18967,39477,16032,6108,20822,30456,75411,26038,17295,24997,99558,65607,92108,21770,76769.0,2005,True,Fresno,CA
23460,69279,15723,21930,22129,5656,3841,42592,1357,4086,3206,3926,1662,473,281,139,42083,552,3937,8031,1186,5129,1959,1278,1510,1885,10023,2622,2505,1466,10849,6671,9884,449,14230.0,2005,True,Gadsden,AL
23540,133502,12953,34027,37811,23707,25004,100673,4591,7187,8375,8607,5025,2593,2667,2434,115309,1321,7510,5070,2749,13359,4196,1833,7818,10973,39158,10726,4775,5821,49319,20241,27144,719,17886.0,2005,True,Gainesville,FL
23580,103081,26304,31694,24877,14416,5790,53036,2741,4882,6395,6763,2859,1934,1790,1026,79552,1561,9203,15942,4568,10700,3361,1410,4300,6602,11511,4451,3446,2497,21453,10946,19759,355,27039.0,2005,True,Gainesville,GA
24020,86292,10738,32885,23012,11064,8593,50147,2848,4319,5987,7543,2585,994,478,865,61982,1277,5178,7940,1184,8130,2699,1135,3870,3371,13227,6702,2781,4488,19647,10655,15296,318,16066.0,2005,True,Glens Falls,NY
24140,70678,13318,24060,22027,7986,3287,44227,3288,3749,4581,3498,1649,821,415,401,49079,2090,4337,4787,1371,6170,1653,637,2735,2872,12430,3685,2289,4023,14915,9250,11281,971,12662.0,2005,True,Goldsboro,NC
24220,57132,5563,16215,19192,11025,5137,39751,2472,3762,4108,4122,1783,827,408,456,49475,2275,3164,4487,1564,6876,2113,603,2102,2365,14583,4537,1890,2916,16641,9122,11116,707,11889.0,2005,True,Grand Forks,ND-MN
24300,84009,9427,27492,27581,12577,6932,52308,2964,4542,4678,5274,2657,1244,358,1002,62359,3110,6125,3265,2471,7460,3573,990,4093,6203,11770,7043,3732,2524,18436,11521,15941,388,16073.0,2005,True,Grand Junction,CO
24340,473506,63638,140808,149369,78329,41362,287101,16550,25202,34306,33116,18399,6968,6656,5912,367484,4876,22777,81606,19747,44198,11577,7560,19603,30002,73077,25295,18148,9018,111477,51804,94523,3831,105849.0,2005,True,Grand Rapids-Wyoming,MI
24540,137014,25356,36005,39277,25394,10982,77246,3160,8961,8473,10844,4845,2356,1112,1334,113557,6897,12926,14233,5212,11509,5056,3251,7181,10658,21456,5189,5930,4059,38367,14399,29349,1615,29827.0,2005,True,Greeley,CO
24580,192400,21803,67942,57111,33529,12015,118323,6355,10536,14783,16100,7462,3350,2577,1854,151861,3872,10335,30307,5407,15952,10366,2314,11731,9665,27125,13186,6614,4987,46414,23927,37110,1654,42756.0,2005,True,Green Bay,WI
24660,440750,87837,127983,115134,80470,29326,267969,11323,24666,25736,26638,11868,6018,6543,5387,323184,2231,23738,63276,12789,35801,18940,6021,23832,28546,60420,24189,13575,9826,100179,42990,83571,1099,95345.0,2005,True,Greensboro-High Point,NC
24780,94352,15789,25859,26375,17595,8734,64733,3048,4926,4561,5326,3132,1474,1252,803,72854,1067,6204,7848,1768,8919,1589,949,3067,4915,23777,7565,3053,2133,26255,14058,17335,189,15017.0,2005,True,Greenville,NC
24860,381922,70405,114637,97567,64690,34623,229212,11716,17884,25454,24287,11316,6105,4048,3420,272171,1198,25808,52729,8695,32280,11319,6618,14201,25782,50530,21144,13979,7888,92114,36761,68632,929,73735.0,2005,True,Greenville,SC
25060,161475,25323,53463,51382,20199,11108,101186,4928,7326,10056,10262,5431,1921,1536,1356,101608,1724,8859,7543,1921,12800,6761,2187,5290,6436,18497,16942,4246,8402,27571,20991,25626,551,26869.0,2005,True,Gulfport-Biloxi,MS
25180,161038,27313,65301,40354,16487,11583,97672,5597,10882,10607,13895,5583,2133,1524,1761,118686,1905,11403,16796,3525,16332,6043,2434,5682,7795,25686,9525,4216,7344,30087,22974,30655,347,34623.0,2005,True,Hagerstown-Martinsburg,MD-WV
25420,344276,40353,128255,78984,61742,34942,208486,8870,21377,24371,29257,14926,7282,5287,4462,253547,2773,12425,25630,10297,27871,16605,6674,22372,21550,51010,17941,11594,26805,90860,32078,72395,577,57637.0,2005,True,Harrisburg-Carlisle,PA
25500,63593,13029,23280,12054,9430,5800,41215,1895,4561,4728,3775,2175,857,622,639,53116,2005,4243,8041,1949,7862,3349,1376,1462,4003,10912,4594,1822,1498,15533,9817,12755,414,14597.0,2005,True,Harrisonburg,VA
25540,776802,93739,226220,197594,152662,106587,453290,17281,36269,49428,72350,43081,24837,23466,18872,575871,1563,33959,74762,17994,60375,25273,14699,69919,55753,134395,36676,24142,26361,227249,86427,151131,664,110400.0,2005,True,Hartford-West Hartford-East Hartford,CT
25620,79909,14216,22962,23524,11576,7631,48628,1733,4105,3470,4243,1686,934,908,461,59030,2046,5362,5911,1740,9535,2581,734,4076,2645,15858,3115,3432,1995,18882,8426,14801,597,16324.0,2005,True,Hattiesburg,MS
25860,239461,54656,79817,62770,30059,12159,139246,6735,12039,12753,11111,5876,2201,2452,1357,167851,844,10402,48793,7371,20295,6938,1537,5938,7642,33209,12420,6613,5849,44525,24515,38239,705,59867.0,2005,True,Hickory-Lenoir-Morganton,NC
26100,151871,14742,49167,45145,28765,14052,90064,4527,7726,14189,13817,7255,2430,3109,1598,123555,1599,7311,32327,5191,16460,5079,2398,4620,7903,23762,8214,6299,2392,42248,16339,30052,1372,33544.0,2005,True,Holland-Grand Haven,MI
26180,587106,69254,170928,173614,116063,57247,300557,13501,23656,37265,40559,30874,16898,16633,9700,401075,2572,25697,14364,13648,48773,24329,8900,30155,40123,79811,53247,19027,40429,140200,77182,115007,1629,67057.0,2005,True,Honolulu,HI
26380,125151,33419,50024,23064,12999,5645,69973,3193,4336,9113,5605,4367,1366,1554,1303,82784,7992,6718,8211,3849,10650,7616,1015,3611,4888,15757,4731,4436,3310,20601,13100,20498,1094,27491.0,2005,True,Houma-Bayou Cane-Thibodaux,LA
26420,3208707,681958,788858,845004,595670,297217,1820951,78912,140124,179472,201554,128498,75061,69870,65838,2444447,62323,252046,261414,108409,269546,158135,37710,174963,294570,439361,188680,131488,65802,833526,374947,626031,4747,605196.0,2005,True,Houston-Sugar Land-Baytown,TX
26580,192915,35965,69359,55825,18558,13208,114742,5017,8496,9367,9950,5126,1188,1648,1802,113128,1449,8431,11744,4068,14110,5708,1715,4747,6019,34381,9744,6948,4064,36318,20511,28579,206,27514.0,2005,True,Huntington-Ashland,WV-KY-OH
26620,240357,33802,56337,63871,56356,29991,146870,6172,12572,14208,16771,12408,5649,5628,3656,174239,913,8847,28972,4776,20977,5417,2806,8907,23824,30668,14656,7228,16248,73381,23025,42290,188,35355.0,2005,True,Huntsville,AL
26820,67579,9421,17924,24551,10175,5508,40405,2057,4246,4394,4219,2113,1070,638,968,53440,3390,4754,4395,1835,7842,2101,714,1804,7280,10699,3458,1842,3326,18219,7664,14159,978,12420.0,2005,True,Idaho Falls,ID
26900,1038093,129251,318424,286649,200832,102937,650300,31518,60515,72142,82162,48389,24273,19834,17158,800734,3816,59749,109540,33241,97320,47918,18646,67100,67303,152929,72305,39254,31613,282593,117675,216883,2265,181318.0,2005,True,Indianapolis,IN
26980,80761,6304,17201,20711,20234,16311,57769,2897,5355,4870,6314,3635,1755,1829,847,75621,1596,3350,5303,1944,9785,3092,1867,4058,4314,30316,6274,2470,1252,33796,10137,19620,318,11750.0,2005,True,Iowa City,IA
27100,100212,9354,34702,36155,13583,6418,59883,3888,6172,6406,7867,4023,1952,835,654,70538,809,4057,14103,2987,8567,4273,806,3183,5520,15194,4073,3078,3888,20981,11156,19161,408,18832.0,2005,True,Jackson,MI
27140,315576,46663,78599,96661,61416,32237,193204,9159,16096,17230,18915,11946,4730,4516,4809,232990,2696,15405,21180,9334,25188,10680,6497,18700,22082,54661,16511,13375,16681,82534,40167,64947,787,44555.0,2005,True,Jackson,MS
